84;What are the ids of the candidates that have an outcome code of Pass?;Каковы идентификаторы кандидатов, у которых есть код пропуска?
85;"Find the cell mobile number of the candidates whose assessment code is ""Fail""?";Найдите номер мобильного мобильного телефона кандидатов, код оценки которого «провал»?
86;"What are the cell phone numbers of the candidates that received an assessment code of ""Fail""?";Каковы номера мобильных телефонов кандидатов, которые получили код оценки «провал»?
87;What are the id of students who registered course 301?;Что такое удостоверение личности студентов, которые зарегистрировали курс 301?
88;What are the ids of the students who registered for course 301?;Каковы идентификаторы студентов, которые зарегистрировались на курс 301?
89;What is the id of the student who most recently registered course 301?;Что такое удостоверение личности студента, который недавно зарегистрировал курс 301?
90;What are the ids of the students who registered for course 301 most recently?;Каковы идентификаторы студентов, которые зарегистрировались на курс 301 в последнее время?
91;Find distinct cities of addresses of people?;Найти отдельные города адресов людей?
92;What are the different cities where people live?;В каких разных городах живут люди?
93;Find distinct cities of address of students?;Найти отдельные города адреса студентов?
94;What are the different cities where students live?;Какие города живут в разных городах?
95;List the names of courses in alphabetical order?;Перечислите имена курсов в алфавитном порядке?
96;What are the names of the courses in alphabetical order?;Как называются курсы в алфавитном порядке?
97;List the first names of people in alphabetical order?;Перечислите первые имена людей в алфавитном порядке?
98;What are the first names of the people in alphabetical order?;Какие имена людей в алфавитном порядке?
101;Find the id of courses which are registered or attended by student whose id is 121?;Найдите идентификатор курсов, которые зарегистрированы или посещают студент, чей идентификатор - 121?
102;What are the ids of the courses that are registered or attended by the student whose id is 121?;Каковы идентификаторы курсов, которые зарегистрированы или посещают студент, чей идентификатор - 121?
105;List the id of students who registered course statistics in the order of registration date.;Перечислите идентификатор студентов, которые зарегистрировали статистику курса в приказ о дате регистрации.
106;What are the ids of the students who registered course statistics by order of registration date?;Каковы идентификаторы студентов, которые зарегистрировали статистику курса по приказу регистрации?
107;List the id of students who attended  statistics courses in the order of attendance date.;Перечислите удостоверение личности студентов, которые посещали курсы статистики в дату посещения.
108;What are the ids of the students who attended courses in the statistics department in order of attendance date.;Каковы идентификаторы студентов, которые посещали курсы в отделе статистики в порядке посещаемости.
109;Give me the dates when the max temperature was higher than 85.;Дайте мне даты, когда максимальная температура была выше 85.
110;What are the dates with a maximum temperature higher than 85?;Какие даты с максимальной температурой выше 85?
111;What are the names of stations that have latitude lower than 37.5?;Каковы названия станций, которые имеют широту ниже 37,5?
112;What are the names of all stations with a latitude smaller than 37.5?;Как названия всех станций с широтой меньше 37,5?
113;For each city, return the highest latitude among its stations.;Для каждого города верните самую высокую широту среди своих станций.
114;For each city, what is the highest latitude for its stations?;Для каждого города, какова самая высокая широта для его станций?
117;What is the average latitude and longitude of stations located in San Jose city?;Какова средняя широта и долгота станций, расположенных в городе Сан -Хосе?
118;What is the average latitude and longitude in San Jose?;Какова средняя широта и долгота в Сан -Хосе?
123;For each zip code, return the average mean temperature of August there.;Для каждого почтового индекса верните среднюю среднюю температуру августа.
124;For each zip code, what is the average mean temperature for all dates that start with '8'?;Для каждого почтового индекса какова средняя средняя температура для всех дат, которые начинаются с «8»?
127;What is the number of distinct cities the stations are located at?;Какое количество отдельных городов, в которых расположены станции?
128;How many different cities have these stations?;Сколько разных городов есть эти станции?
129;How many stations does Mountain View city has?;Сколько станций у Mountain View City?
130;How many stations are in Mountain View?;Сколько станций находится в Mountain View?
131;Return the unique name for stations that have ever had 7 bikes available.;Верните уникальное имя для станций, на которых когда -либо было 7 велосипедов.
132;What are the different names for each station that has ever had 7 bikes available?;Каковы различные названия для каждой станции, на которой когда -либо было 7 велосипедов?
137;How many days had both mean humidity above 50 and mean visibility above 8?;Сколько дней имело оба влажность выше 50 и средняя видимость выше 8?
138;What is the number of days that had an average humity above 50 and an average visibility above 8?;Какое количество дней, которое имело среднее смиренность выше 50 и средняя видимость выше 8?
145;What is the 3 most common cloud cover rates in the region of zip code 94107?;Каковы 3 наиболее распространенные показатели облачного покрытия в области почтового индекса 94107?
146;What are the 3 most common cloud covers in the zip code of 94107?;Каковы 3 наиболее распространенных облачных покрытий в почтовом индексе 94107?
147;What is the zip code in which the average mean sea level pressure is the lowest?;Какой почтовый индекс, в котором среднее среднее давление на уровне моря является самым низким?
148;What is the zip code that has the lowest average mean sea level pressure?;Какой почтовый индекс имеет самое низкое среднее среднее давление на уровне моря?
153;When and in what zip code did max temperature reach 80?;Когда и в каком почтовом индексе максимальная температура достигла 80?
154;What zip codes have a station with a max temperature greater than or equal to 80 and when did it reach that temperature?;Какие почтовые индексы имеют станцию ​​с максимальной температурой, превышающей или равны 80 и когда она достигла этой температуры?
157;For each zip code, return how many times max wind speed reached 25?;Для каждого почтового индекса верните, сколько раз максимальная скорость ветра достигала 25?
158;For each zip code, how many times has the maximum wind speed reached 25 mph?;Для каждого почтового индекса сколько раз максимальная скорость ветра достигала 25 миль в час?
167;In zip code 94107, on which day neither Fog nor Rain was not observed?;В почтовом индексе 94107, в какой день ни туман, ни дождь не не наблюдались?
168;On which day has it neither been foggy nor rained in the zip code of 94107?;В какой день он не был туманным и не был дождь в почтовом индексе 94107?
173;What are the name, latitude, and city of the station with the lowest latitude?;Какое название, широта и город станции с самой низкой широтой?
174;What is the name, latitude, and city of the station that is located the furthest South?;Как называется название, широта и город станции, который находится на самом дальнем юге?
175;What are the date, mean temperature and mean humidity for the top 3 days with the largest max gust speeds?;Какова дата, средняя температура и средняя влажность для лучших 3 дней с наибольшей максимальной скоростью порыва?
176;What is the date, average temperature and mean humidity for the days with the 3 largest maximum gust speeds?;Какова дата, средняя температура и средняя влажность для дней с 3 крупнейшими максимальными скоростями порыва?
177;List the name and the number of stations for all the cities that have at least 15 stations.;Перечислите имя и количество станций для всех городов, в которых есть не менее 15 станций.
178;What is the name of every city that has at least 15 stations and how many stations does it have?;Как называется каждый город, в котором есть не менее 15 станций и сколько станций у него?
181;Find the zip code in which the average mean visibility is lower than 10.;Найдите почтовый индекс, в котором средняя средняя видимость ниже 10.
182;For each zip code, select all those that have an average mean visiblity below 10.;Для каждого почтового индекса выберите все те, которые имеют среднюю среднюю визублию ниже 10.
183;List all the cities in a decreasing order of each city's stations' highest latitude.;Перечислите все города в уменьшении порядка самой высокой широты станций каждого города.
184;For each city, list their names in decreasing order by their highest station latitude.;В каждом городе перечислите их имена в уменьшении порядка по самой высокой широте станции.
185;What are the dates that had the top 5 cloud cover rates? Also tell me the cloud cover rate.;Какие даты имели 5 лучших показателей облачного покрова? Также расскажите мне о ставке облачного покрова.
186;What are the dates that have the 5 highest cloud cover rates and what are the rates?;Какие даты имеют 5 самых высоких показателей облачного покрытия и каковы ставки?
199;What are the dates in which the mean sea level pressure was between 30.3 and 31?;Какие даты, в которых среднее давление на уровне моря было от 30,3 до 31?
200;What are the dates that have an average sea level pressure between 30.3 and 31?;Какие даты имеют среднее давление уровня моря от 30,3 до 31?
201;Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.;Найдите день, когда разница между максимальной температурой и температурой мин была наименьшей. Также сообщите о разнице.
202;What are the days that had the smallest temperature range, and what was that range?;Какие дни, у которых был самый маленький диапазон температуры, и какой это был диапазон?
203;What are the id and name of the stations that have ever had more than 12 bikes available?;Каково идентификатор и название станций, на которых когда -либо было более 12 велосипедов?
204;What are the different ids and names of the stations that have had more than 12 bikes available?;Каковы различные идентификаторы и имена станций, на которых было доступно более 12 велосипедов?
213;How many books are there?;Сколько существует книг?
214;List the writers of the books in ascending alphabetical order.;Перечислите авторов книг в восходящем алфавитном порядке.
215;List the titles of the books in ascending order of issues.;Перечислите названия книг в восходящем порядке вопросов.
216;"What are the titles of the books whose writer is not ""Elaine Lee""?";"Каковы названия книг, чей писатель не ""Элейн Ли""?"
217;What are the title and issues of the books?;Каковы название и проблемы книг?
225;Show publishers that have more than one publication.;Показать издатели, которые имеют более чем одну публикацию.
226;Show different publishers together with the number of publications they have.;Показать разные издатели вместе с количеством публикаций, которые у них есть.
227;Please show the most common publication date.;Пожалуйста, покажите наиболее распространенную дату публикации.
228;List the writers who have written more than one book.;Перечислите авторов, которые написали более одной книги.
231;What is the number of distinct publication dates?;Какое количество различных дат публикации?
232;How many distinct publication dates are there in our record?;Сколько отдельных дат публикации в нашей записи?
234;How many actors are there?;Сколько там актеров?
235;Count the number of actors.;Подсчитайте количество актеров.
236;List the name of actors in ascending alphabetical order.;Перечислите имя актеров в восходящем алфавитном порядке.
237;What are the names of actors, ordered alphabetically?;Как называются актеры, упорядоченные в алфавитном порядке?
238;What are the characters and duration of actors?;Каковы персонажи и продолжительность актеров?
239;Return the characters and durations for each actor.;Верните персонажей и продолжительность для каждого актера.
240;List the name of actors whose age is not 20.;Перечислите имя актеров, возраст которого не 20.
241;What are the names of actors who are not 20 years old?;Как имена актеров, которым не 20 лет?
242;What are the characters of actors in descending order of age?;Каковы персонажи актеров в состоянии убывания по возрасту?
243;Return the characters for actors, ordered by age descending.;Верните персонажей для актеров, заказанные по возрасту.
244;What is the duration of the oldest actor?;Какова продолжительность старейшего актера?
245;Return the duration of the actor with the greatest age.;Вернуть продолжительность актера с величайшим возрастом.
246;"What are the names of musicals with nominee ""Bob Fosse""?";"Как имена мюзиклов с кандидатом ""Боб Фосс""?"
247;Return the names of musicals who have the nominee Bob Fosse.;Верните имена мюзиклов, у которых есть кандидат Боб Фосс.
248;"What are the distinct nominees of the musicals with the award that is not ""Tony Award""?";Каковы четкие кандидаты в мюзиклы с наградой, которая не является «наградой Тони»?
249;Return the different nominees of musicals that have an award that is not the Tony Award.;Верните различных кандидатов на мюзиклы, которые имеют награду, которая не является наградой Тони.
250;Show names of actors and names of musicals they are in.;Показывают имена актеров и имена мюзиклов, в которых они находятся.
251;What are the names of actors and the musicals that they are in?;Каковы имена актеров и мюзиклов, в которых они находятся?
252;"Show names of actors that have appeared in musical with name ""The Phantom of the Opera"".";Названия актеров, которые появились в мюзикле с названием «Призрак оперы».
253;What are the names of actors who have been in the musical titled The Phantom of the Opera?;Как имена актеров, которые были в мюзикле под названием «Призрак оперы»?
254;Show names of actors in descending order of the year their musical is awarded.;Название актеров показывают в порядке убывания их мюзикла.
255;What are the names of actors ordered descending by the year in which their musical was awarded?;Как имена актеров приказали спуститься к году, в котором был присужден их мюзикл?
260;Show different nominees and the number of musicals they have been nominated.;Показать разные кандидаты и количество мюзиклов, которые они были номинированы.
261;How many musicals has each nominee been nominated for?;Сколько мюзиклов было номинировано каждый кандидат?
262;Please show the nominee who has been nominated the greatest number of times.;Пожалуйста, покажите кандидату, который был назначен наибольшим количеством раз.
263;Who is the nominee who has been nominated for the most musicals?;Кто кандидат, который был номинирован на большинство мюзиклов?
264;List the most common result of the musicals.;Перечислите самый распространенный результат мюзиклов.
265;Return the most frequent result across all musicals.;Вернуть наиболее частый результат во всех мюзиклах.
266;List the nominees that have been nominated more than two musicals.;Перечислите кандидатов, которые были назначены более чем двумя мюзиклами.
267;Who are the nominees who have been nominated more than two times?;Кто кандидаты, которые были номинированы более двух раз?
272;"Show the musical nominee with award ""Bob Fosse"" or ""Cleavant Derricks"".";Покажите мюзикл -кандидат с наградой «Боб Фосс» или «Cleavant Derricks».
273;Who are the nominees who were nominated for either of the Bob Fosse or Cleavant Derricks awards?;Кто кандидаты, которые были номинированы на премию Боба Фоссе или Cleavant Derricks?
274;"Find the emails of the user named ""Mary"".";Найдите электронные письма пользователя по имени «Мэри».
275;"What is the partition id of the user named ""Iron Man"".";Какой идентификатор разделения пользователя по имени «Железный человек».
276;How many users are there?;Сколько там пользователей?
277;How many followers does each user have?;Сколько подписчиков у каждого пользователя?
278;Find the number of followers for each user.;Найдите количество подписчиков для каждого пользователя.
281;Find the name and email of the user whose name contains the word ‘Swift’.;Найдите имя и электронную почту пользователя, имя которого содержит слово «Swift».
282;Find the names of users whose emails contain ‘superstar’ or ‘edu’.;Найдите имена пользователей, чьи электронные письма содержат «суперзвезду» или «edu».
284;Find the name and email of the users who have more than 1000 followers.;Найдите имя и электронную почту пользователей, у которых более 1000 подписчиков.
289;Find the id of users who are followed by Mary or Susan.;Найдите идентификатор пользователей, за которыми следуют Мэри или Сьюзен.
290;Find the name of the user who has the largest number of followers.;Найдите имя пользователя, у которого есть самое большое количество подписчиков.
291;Find the name and email of the user followed by the least number of people.;Найдите имя и электронную почту пользователя, за которым следует наименьшее количество людей.
292;List the name and number of followers for each user, and sort the results by the number of followers in descending order.;Перечислите имя и количество подписчиков для каждого пользователя и сортируйте результаты по количеству подписчиков в порядке убывания.
293;List the names of 5 users followed by the largest number of other users.;Перечислите имена 5 пользователей, за которым следует наибольшее количество других пользователей.
300;Find the maximum and total number of followers of all users.;Найдите максимальное и общее количество подписчиков всех пользователей.
301;Find the names of all the catalog entries.;Найдите имена всех записей каталога.
302;What are all the catalog entry names?;Что такое имена записей каталога?
303;Find the list of attribute data types possessed by more than 3 attribute definitions.;Найдите список типов атрибутов, обладающих более чем 3 определениями атрибутов.
304;What are the attribute data types with more than 3 attribute definitions?;Каковы типы данных атрибутов с более чем 3 определениями атрибутов?
305;"What is the attribute data type of the attribute with name ""Green""?";Что такое тип данных атрибута атрибута с именем «зеленый»?
306;"Find the attribute data type for the attribute named ""Green"".";Найдите тип данных атрибута для атрибута с именем «зеленый».
307;Find the name and level of catalog structure with level between 5 and 10.;Найдите название и уровень структуры каталога с уровнем между 5 и 10.
308;What are the name and level of catalog structure with level number between 5 and 10;Какое имя и уровень структуры каталога с номером уровня между 5 и 10
309;"Find all the catalog publishers whose name contains ""Murray""";Найдите всех издателей каталога, чье имя содержит «Мюррей»
310;"Which catalog publishers have substring ""Murray"" in their names?";У каких издателей каталога есть подстроение «Мюррей» в своих именах?
311;Which catalog publisher has published the most catalogs?;Какой издатель каталога опубликовал большинство каталогов?
312;Find the catalog publisher that has the most catalogs.;Найдите издателя каталога, у которого есть наибольшее количество каталогов.
317;What is the entry name of the most expensive catalog (in USD)?;Какое название входа является самым дорогим каталогом (в долларах США)?
318;Find the entry name of the catalog with the highest price (in USD).;Найдите название записи каталога по самой высокой цене (в долларах США).
319;What is the level name of the cheapest catalog (in USD)?;Как называется название самого дешевого каталога (в долларах США)?
320;Find the level name of the catalog with the lowest price (in USD).;Найдите название уровня каталога с самой низкой ценой (в долларах США).
321;What are the average and minimum price (in Euro) of all products?;Какова средняя и минимальная цена (в евро) всех продуктов?
322;Give me the average and minimum price (in Euro) of the products.;Дайте мне среднюю и минимальную цену (в евро) продукции.
323;What is the product with the highest height? Give me the catalog entry name.;Какой продукт с самой высокой высотой? Дайте мне имя в записи каталога.
324;Which catalog content has the highest height? Give me the catalog entry name.;Какое содержание каталога имеет самый высокий высот? Дайте мне имя в записи каталога.
325;Find the name of the product that has the smallest capacity.;Найдите название продукта, который имеет наименьшую емкость.
326;Which catalog content has the smallest capacity? Return the catalog entry name.;Какое содержание каталога имеет наименьшую емкость? Верните имя в записи каталога.
327;"Find the names of all the products whose stock number starts with ""2"".";Найдите названия всех продуктов, чьи запасы начинаются с «2».
328;"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.";Какое содержание каталога имеет номер запаса продукта, который начинается с «2»? Показать имена записей каталога.
329;Find the names of catalog entries with level number 8.;Найдите имена записей каталога с номером уровня 8.
330;What are the names of catalog entries with level number 8?;Каковы имена записей каталога с номером 8 уровня 8?
331;Find the names of the products with length smaller than 3 or height greater than 5.;Найдите названия продуктов с длиной меньше 3 или высотой более 5.
332;Which catalog contents have length below 3 or above 5? Find the catalog entry names.;Какое содержимое каталога имеет длину ниже 3 или выше 5? Найдите имена записей каталога.
333;Find the name and attribute ID of the attribute definitions with attribute value 0.;Найдите имя и идентификатор атрибута определений атрибутов со значением атрибута 0.
334;Which attribute definitions have attribute value 0? Give me the attribute name and attribute ID.;Какие определения атрибутов имеют значение атрибута 0? Дайте мне имя атрибута и идентификатор атрибута.
335;Find the name and capacity of products with price greater than 700 (in USD).;Найдите название и емкость продуктов по цене более 700 (в долларах США).
