86;"What are the cell phone numbers of the candidates that received an assessment code of ""Fail""?"
87;What are the id of students who registered course 301?
88;What are the ids of the students who registered for course 301?
89;What is the id of the student who most recently registered course 301?
90;What are the ids of the students who registered for course 301 most recently?
91;Find distinct cities of addresses of people?
92;What are the different cities where people live?
93;Find distinct cities of address of students?
94;What are the different cities where students live?
95;List the names of courses in alphabetical order?
96;What are the names of the courses in alphabetical order?
97;List the first names of people in alphabetical order?
98;What are the first names of the people in alphabetical order?
101;Find the id of courses which are registered or attended by student whose id is 121?
102;What are the ids of the courses that are registered or attended by the student whose id is 121?
105;List the id of students who registered course statistics in the order of registration date.
106;What are the ids of the students who registered course statistics by order of registration date?
107;List the id of students who attended  statistics courses in the order of attendance date.
108;What are the ids of the students who attended courses in the statistics department in order of attendance date.
109;Give me the dates when the max temperature was higher than 85.
110;What are the dates with a maximum temperature higher than 85?
111;What are the names of stations that have latitude lower than 37.5?
112;What are the names of all stations with a latitude smaller than 37.5?
113;For each city, return the highest latitude among its stations.
114;For each city, what is the highest latitude for its stations?
117;What is the average latitude and longitude of stations located in San Jose city?
118;What is the average latitude and longitude in San Jose?
123;For each zip code, return the average mean temperature of August there.
124;For each zip code, what is the average mean temperature for all dates that start with '8'?
127;What is the number of distinct cities the stations are located at?
128;How many different cities have these stations?
129;How many stations does Mountain View city has?
130;How many stations are in Mountain View?
131;Return the unique name for stations that have ever had 7 bikes available.
132;What are the different names for each station that has ever had 7 bikes available?
137;How many days had both mean humidity above 50 and mean visibility above 8?
138;What is the number of days that had an average humity above 50 and an average visibility above 8?
145;What is the 3 most common cloud cover rates in the region of zip code 94107?
146;What are the 3 most common cloud covers in the zip code of 94107?
147;What is the zip code in which the average mean sea level pressure is the lowest?
148;What is the zip code that has the lowest average mean sea level pressure?
153;When and in what zip code did max temperature reach 80?
154;What zip codes have a station with a max temperature greater than or equal to 80 and when did it reach that temperature?
157;For each zip code, return how many times max wind speed reached 25?
158;For each zip code, how many times has the maximum wind speed reached 25 mph?
167;In zip code 94107, on which day neither Fog nor Rain was not observed?
168;On which day has it neither been foggy nor rained in the zip code of 94107?
173;What are the name, latitude, and city of the station with the lowest latitude?
174;What is the name, latitude, and city of the station that is located the furthest South?
175;What are the date, mean temperature and mean humidity for the top 3 days with the largest max gust speeds?
176;What is the date, average temperature and mean humidity for the days with the 3 largest maximum gust speeds?
177;List the name and the number of stations for all the cities that have at least 15 stations.
178;What is the name of every city that has at least 15 stations and how many stations does it have?
181;Find the zip code in which the average mean visibility is lower than 10.
182;For each zip code, select all those that have an average mean visiblity below 10.
183;List all the cities in a decreasing order of each city's stations' highest latitude.
184;For each city, list their names in decreasing order by their highest station latitude.
185;What are the dates that had the top 5 cloud cover rates? Also tell me the cloud cover rate.
186;What are the dates that have the 5 highest cloud cover rates and what are the rates?
199;What are the dates in which the mean sea level pressure was between 30.3 and 31?
200;What are the dates that have an average sea level pressure between 30.3 and 31?
201;Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.
202;What are the days that had the smallest temperature range, and what was that range?
203;What are the id and name of the stations that have ever had more than 12 bikes available?
204;What are the different ids and names of the stations that have had more than 12 bikes available?
213;How many books are there?
214;List the writers of the books in ascending alphabetical order.
215;List the titles of the books in ascending order of issues.
216;"What are the titles of the books whose writer is not ""Elaine Lee""?"
217;What are the title and issues of the books?
225;Show publishers that have more than one publication.
226;Show different publishers together with the number of publications they have.
227;Please show the most common publication date.
228;List the writers who have written more than one book.
231;What is the number of distinct publication dates?
232;How many distinct publication dates are there in our record?
234;How many actors are there?
235;Count the number of actors.
236;List the name of actors in ascending alphabetical order.
237;What are the names of actors, ordered alphabetically?
238;What are the characters and duration of actors?
239;Return the characters and durations for each actor.
240;List the name of actors whose age is not 20.
241;What are the names of actors who are not 20 years old?
242;What are the characters of actors in descending order of age?
243;Return the characters for actors, ordered by age descending.
244;What is the duration of the oldest actor?
245;Return the duration of the actor with the greatest age.
246;"What are the names of musicals with nominee ""Bob Fosse""?"
247;Return the names of musicals who have the nominee Bob Fosse.
248;"What are the distinct nominees of the musicals with the award that is not ""Tony Award""?"
249;Return the different nominees of musicals that have an award that is not the Tony Award.
250;Show names of actors and names of musicals they are in.
251;What are the names of actors and the musicals that they are in?
252;"Show names of actors that have appeared in musical with name ""The Phantom of the Opera""."
253;What are the names of actors who have been in the musical titled The Phantom of the Opera?
254;Show names of actors in descending order of the year their musical is awarded.
255;What are the names of actors ordered descending by the year in which their musical was awarded?
260;Show different nominees and the number of musicals they have been nominated.
261;How many musicals has each nominee been nominated for?
262;Please show the nominee who has been nominated the greatest number of times.
263;Who is the nominee who has been nominated for the most musicals?
264;List the most common result of the musicals.
265;Return the most frequent result across all musicals.
266;List the nominees that have been nominated more than two musicals.
267;Who are the nominees who have been nominated more than two times?
272;"Show the musical nominee with award ""Bob Fosse"" or ""Cleavant Derricks""."
273;Who are the nominees who were nominated for either of the Bob Fosse or Cleavant Derricks awards?
274;"Find the emails of the user named ""Mary""."
275;"What is the partition id of the user named ""Iron Man""."
276;How many users are there?
277;How many followers does each user have?
278;Find the number of followers for each user.
281;Find the name and email of the user whose name contains the word ‘Swift’.
282;Find the names of users whose emails contain ‘superstar’ or ‘edu’.
284;Find the name and email of the users who have more than 1000 followers.
289;Find the id of users who are followed by Mary or Susan.
290;Find the name of the user who has the largest number of followers.
291;Find the name and email of the user followed by the least number of people.
292;List the name and number of followers for each user, and sort the results by the number of followers in descending order.
293;List the names of 5 users followed by the largest number of other users.
300;Find the maximum and total number of followers of all users.
301;Find the names of all the catalog entries.
302;What are all the catalog entry names?
303;Find the list of attribute data types possessed by more than 3 attribute definitions.
304;What are the attribute data types with more than 3 attribute definitions?
305;"What is the attribute data type of the attribute with name ""Green""?"
306;"Find the attribute data type for the attribute named ""Green""."
307;Find the name and level of catalog structure with level between 5 and 10.
308;What are the name and level of catalog structure with level number between 5 and 10
309;"Find all the catalog publishers whose name contains ""Murray"""
310;"Which catalog publishers have substring ""Murray"" in their names?"
311;Which catalog publisher has published the most catalogs?
312;Find the catalog publisher that has the most catalogs.
317;What is the entry name of the most expensive catalog (in USD)?
318;Find the entry name of the catalog with the highest price (in USD).
319;What is the level name of the cheapest catalog (in USD)?
320;Find the level name of the catalog with the lowest price (in USD).
321;What are the average and minimum price (in Euro) of all products?
322;Give me the average and minimum price (in Euro) of the products.
323;What is the product with the highest height? Give me the catalog entry name.
324;Which catalog content has the highest height? Give me the catalog entry name.
325;Find the name of the product that has the smallest capacity.
326;Which catalog content has the smallest capacity? Return the catalog entry name.
327;"Find the names of all the products whose stock number starts with ""2""."
328;"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names."
329;Find the names of catalog entries with level number 8.
330;What are the names of catalog entries with level number 8?
331;Find the names of the products with length smaller than 3 or height greater than 5.
332;Which catalog contents have length below 3 or above 5? Find the catalog entry names.
333;Find the name and attribute ID of the attribute definitions with attribute value 0.
334;Which attribute definitions have attribute value 0? Give me the attribute name and attribute ID.
335;Find the name and capacity of products with price greater than 700 (in USD).
336;Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities.
337;Find the dates on which more than one revisions were made.
338;On which days more than one revisions were made on catalogs.
339;How many products are there in the records?
340;Find the total number of catalog contents.
341;Name all the products with next entry ID greater than 8.
342;What are the catalog entry names of the products with next entry ID above 8?
343;How many aircrafts do we have?
344;How many aircrafts exist in the database?
345;Show name and distance for all aircrafts.
346;What are the names and distances for all airplanes?
347;Show ids for all aircrafts with more than 1000 distance.
348;What are the ids of all aircrafts that can cover a distance of more than 1000?
349;How many aircrafts have distance between 1000 and 5000?
350;What is the count of aircrafts that have a distance between 1000 and 5000?
351;What is the name and distance for aircraft with id 12?
352;What is the name and distance for the aircraft that has an id of 12?
353;What is the minimum, average, and maximum distance of all aircrafts.
354;Return the minimum, average and maximum distances traveled across all aircrafts.
355;Show the id and name of the aircraft with the maximum distance.
356;What is the id and name of the aircraft that can cover the maximum distance?
357;Show the name of aircrafts with top three lowest distances.
358;What are the aircrafts with top 3 shortest lengthes? List their names.
381;How many flights do we have?
382;What is the number of flights?
383;Show flight number, origin, destination of all flights in the alphabetical order of the departure cities.
384;What is the flight number, origin, and destination for all flights in alphabetical order by departure cities?
385;Show all flight number from Los Angeles.
386;What are the numbers of all flights coming from Los Angeles?
387;Show origins of all flights with destination Honolulu.
388;What are the origins of all flights that are headed to Honolulu?
403;Show all origins and the number of flights from each origin.
404;For each origin, how many flights came from there?
405;Show all destinations and the number of flights to each destination.
406;What are the destinations and number of flights to each one?
407;Which origin has most number of flights?
408;What place has the most flights coming from there?
409;Which destination has least number of flights?
410;What destination has the fewest number of flights?
419;How many employees have certificate.
420;What is the count of distinct employees with certificates?
439;How many allergies are there?
440;How many allergy entries are there?
441;How many different allergy types exist?
442;How many distinct allergies are there?
443;Show all allergy types.
444;What are the different allergy types?
445;Show all allergies and their types.
446;What are the allergies and their types?
447;Show all allergies with type food.
448;What are all the different food allergies?
449;What is the type of allergy Cat?
450;What is allergy type of a cat allergy?
451;How many allergies have type animal?
452;How many animal type allergies exist?
453;Show all allergy types and the number of allergies in each type.
454;What are the allergy types and how many allergies correspond to each one?
455;Which allergy type has most number of allergies?
456;Which allergy type is most common?
457;Which allergy type has least number of allergies?
458;Which allergy type is the least common?
459;How many students are there?
460;What is the total number of students?
461;Show first name and last name for all students.
462;What are the full names of all students
463;How many different advisors are listed?
464;How many advisors are there?
465;Show all majors.
466;What are the different majors?
467;Show all cities where students live.
468;What cities do students live in?
469;Show first name, last name, age for all female students. Their sex is F.
470;What are the full names and ages for all female students whose sex is F?
471;Show student ids for all male students.
472;What are the student ids for all male students?
473;How many students are age 18?
474;How many students are 18 years old?
475;Show all student ids who are older than 20.
476;What are the student ids for students over 20 years old?
477;"Which city does the student whose last name is ""Kim"" live in?"
478;Give the city that the student whose family name is Kim lives in.
479;Who is the advisor of student with ID 1004?
480;Who advises student 1004?
481;How many students live in HKG or CHI?
482;Give the number of students living in either HKG or CHI.
483;Show the minimum, average, and maximum age of all students.
484;What is the minimum, mean, and maximum age across all students?
489;Show all majors and corresponding number of students.
490;How many students are there for each major?
491;Which major has most number of students?
492;What is the largest major?
493;Show all ages and corresponding number of students.
494;How old is each student and how many students are each age?
495;Show the average age for male and female students.
496;What are the average ages for male and female students?
497;Show all cities and corresponding number of students.
498;How many students live in each city?
499;Show all advisors and corresponding number of students.
500;How many students does each advisor have?
501;Which advisor has most number of students?
502;Give the advisor with the most students.
503;How many students have cat allergies?
504;How many students are affected by cat allergies?
505;Show all student IDs who have at least two allergies.
506;What are the students ids of students who have more than one allergy?
509;How many female students have milk or egg allergies?
510;How many students who are female are allergic to milk or eggs?
511;How many students have a food allergy?
512;How many students are affected by food related allergies?
513;Which allergy has most number of students affected?
514;Which allergy is the most common?
515;Show all allergies with number of students affected.
516;How many students have each different allergy?
517;Show all allergy type with number of students affected.
518;How many students are affected by each allergy type?
521;What are the allergies and their types that the student with first name Lisa has? And order the result by name of allergies.
522;What are the allergies the girl named Lisa has? And what are the types of them? Order the result by allergy names.
531;Find the different first names and cities of the students who have allergy to milk or cat.
532;What are the distinct first names and cities of the students who have allergy either to milk or to cat?
583;List the name of albums that are released by aritist whose name has 'Led'
584;What is the title of the album that was released by the artist whose name has the phrase 'Led'?
593;Find the full name of employee who supported the most number of customers.
594;What is the full name of the employee who has the most customers?
603;Find the number of employees whose title is IT Staff from each city?
604;How many employees who are IT staff are from each city?
633;List the name of tracks belongs to genre Rock or genre Jazz.
634;What are the names of the tracks that are Rock or Jazz songs?
649;How many editors are there?
650;List the names of editors in ascending order of age.
651;What are the names and ages of editors?
652;List the names of editors who are older than 25.
653;Show the names of editors of age either 24 or 25.
654;What is the name of the youngest editor?
655;What are the different ages of editors? Show each age along with the number of editors of that age.
656;Please show the most common age of editors.
657;Show the distinct themes of journals.
658;Show the names of editors and the theme of journals for which they serve on committees.
659;For each journal_committee, find the editor name and the journal theme.
660;Show the names and ages of editors and the theme of journals for which they serve on committees, in ascending alphabetical order of theme.
661;Show the names of editors that are on the committee of journals with sales bigger than 3000.
662;Show the id, name of each editor and the number of journal committees they are on.
663;Show the names of editors that are on at least two journal committees.
666;What is the average sales of the journals that have an editor whose work type is 'Photo'?
667;How many accounts do we have?
668;Count the number of accounts.
669;Show ids, customer ids, names for all accounts.
670;What are the account ids, customer ids, and account names for all the accounts?
671;Show other account details for account with name 338.
672;What are the other account details for the account with the name 338?
673;What is the first name, last name, and phone of the customer with account name 162?
674;Give the full name and phone of the customer who has the account name 162.
675;How many accounts does the customer with first name Art and last name Turcotte have?
676;Return the number of accounts that the customer with the first name Art and last name Turcotte has.
677;Show all customer ids and the number of accounts for each customer.
678;How many accounts are there for each customer id?
679;Show the customer id and number of accounts with most accounts.
680;What is the customer id of the customer with the most accounts, and how many accounts does this person have?
687;Show distinct first and last names for all customers with an account.
688;What are the full names of customers who have accounts?
689;How many customers have an account?
690;Count the number of customers who hold an account.
691;How many customers do we have?
692;Count the number of customers.
693;Show ids, first names, last names, and phones for all customers.
694;What are the ids, full names, and phones of each customer?
695;What is the phone and email for customer with first name Aniyah and last name Feest?
696;Return the phone and email of the customer with the first name Aniyah and last name Feest.
697;Show the number of customer cards.
698;How many customer cards are there?
699;Show ids, customer ids, card type codes, card numbers for all cards.
700;What are card ids, customer ids, card types, and card numbers for each customer card?
701;Show the date valid from and the date valid to for the card with card number '4560596484842'.
702;What are the valid from and valid to dates for the card with the number 4560596484842?
703;What is the first name, last name, and phone of the customer with card 4560596484842.
704;Return the full name and phone of the customer who has card number 4560596484842.
705;How many cards does customer Art Turcotte have?
706;Count the number of cards the customer with the first name Art and last name Turcotte has.
707;How many debit cards do we have?
708;Count the number of customer cards of the type Debit.
709;How many credit cards does customer Blanche Huels have?
710;Count the number of credit cards that the customer with first name Blanche and last name Huels has.
711;Show all customer ids and the number of cards owned by each customer.
712;What are the different customer ids, and how many cards does each one hold?
713;What is the customer id with most number of cards, and how many does he have?
714;Return the id of the customer who has the most cards, as well as the number of cards.
719;Show all card type codes and the number of cards in each type.
720;What are the different card types, and how many cards are there of each?
721;What is the card type code with most number of cards?
722;Return the code of the card type that is most common.
723;Show card type codes with at least 5 cards.
724;What are the codes of card types that have 5 or more cards?
725;Show all card type codes and the number of customers holding cards in each type.
726;What are the different card type codes, and how many different customers hold each type?
729;Show all card type codes.
730;What are the different card type codes?
731;Show the number of card types.
732;How many different card types are there?
733;Show all transaction types.
734;What are the different types of transactions?
735;Show the number of transaction types.
736;How many different types of transactions are there?
737;What is the average and total transaction amount?
738;Return the average transaction amount, as well as the total amount of all transactions.
739;Show the card type codes and the number of transactions.
740;What are the different card types, and how many transactions have been made with each?
741;Show the transaction type and the number of transactions.
742;What are the different transaction types, and how many transactions of each have taken place?
743;What is the transaction type that has processed the greatest total amount in transactions?
744;Return the type of transaction with the highest total amount.
745;Show the account id and the number of transactions for each account
746;What are the different account ids that have made financial transactions, as well as how many transactions correspond to each?
747;How many tracks do we have?
748;Count the number of tracks.
749;Show the name and location for all tracks.
750;What are the names and locations of all tracks?
751;Show names and seatings, ordered by seating for all tracks opened after 2000.
752;What are the names and seatings for all tracks opened after 2000, ordered by seating?
753;What is the name, location and seating for the most recently opened track?
754;Return the name, location, and seating of the track that was opened in the most recent year.
759;What are distinct locations where tracks are located?
760;Give the different locations of tracks.
761;How many races are there?
762;Count the number of races.
763;What are the distinct classes that races can have?
764;Return the different classes of races.
765;Show name, class, and date for all races.
766;What are the names, classes, and dates for all races?
767;Show the race class and number of races in each class.
768;What are the different classes of races, and how many races correspond to each?
769;What is the race class with most number of races.
770;Give the class of races that is most common.
771;List the race class with at least two races.
772;What are the classes of races that have two or more corresponding races?
777;Show year where a track with a seating at least 5000 opened and a track with seating no more than 4000 opened.
778;What are the years of opening for tracks with seating between 4000 and 5000?
783;Show the name and date for each race and its track name.
784;What are the names and dates of races, and the names of the tracks where they are held?
789;How many members have the black membership card?
790;Find the number of members living in each address.
791;Give me the names of members whose address is in Harford or Waterbury.
792;Find the ids and names of members who are under age 30 or with black membership card.
793;Find the purchase time, age and address of each member, and show the results in the order of purchase time.
794;Which membership card has more than 5 members?
797;How many members are not living in Hartford?
799;Show the shop addresses ordered by their opening year.
804;which shop has happy hour most frequently? List its id and number of happy hours.
805;Which month has the most happy hours?
806;Which months have more than 2 happy hours?
807;How many albums are there?
808;Find the number of albums.
809;List the names of all music genres.
810;What are the names of different music genres?
811;Find all the customer information in state NY.
812;What is all the customer information for customers in NY state?
813;What are the first names and last names of the employees who live in Calgary city.
814;Find the full names of employees living in the city of Calgary.
817;"Find the names of all artists that have ""a"" in their names."
818;What are the names of artist who have the letter 'a' in their names?
821;"Hom many albums does the artist ""Metallica"" have?"
822;"Find the number of albums by the artist ""Metallica""."
823;"Which artist does the album ""Balls to the Wall"" belong to?"
824;"Find the name of the artist who made the album ""Balls to the Wall""."
825;Which artist has the most albums?
826;What is the name of the artist with the greatest number of albums?
827;"Find the names of all the tracks that contain the word ""you""."
828;What are the names of tracks that contain the the word you in them?
829;What is the average unit price of all the tracks?
830;Find the average unit price for a track.
831;What are the durations of the longest and the shortest tracks in milliseconds?
832;Find the maximum and minimum durations of tracks in milliseconds.
841;How many tracks belong to rock genre?
842;Count the number of tracks that are part of the rock genre.
845;"What is the first name and last name of the customer that has email ""luisg@embraer.com.br""?"
846;"Find the full name of the customer with the email ""luisg@embraer.com.br""."
847;"How many customers have email that contains ""gmail.com""?"
848;"Count the number of customers that have an email containing ""gmail.com""."
849;What is the first name and last name employee helps the customer with first name Leonie?
850;Find the full names of employees who help customers with the first name Leonie.
851;What city does the employee who helps the customer with postal code 70174 live in?
852;Find the cities corresponding to employees who help customers with the postal code 70174.
853;How many distinct cities does the employees live in?
854;Find the number of different cities that employees live in.
863;List the phone numbers of all employees.
864;What are the phone numbers for each employee?
865;How many tracks are in the AAC audio file media type?
866;"Count the number of tracks that are of the media type ""AAC audio file""."
873;Please list all album titles in alphabetical order.
874;What are all the album titles, in alphabetical order?
879;What is the average unit price of rock tracks?
880;Find the average unit price of tracks from the Rock genre.
883;What are the birth dates of employees living in Edmonton?
884;Find the birth dates corresponding to employees who live in the city of Edmonton.
885;What are the distinct unit prices of all tracks?
886;Find the distinct unit prices for tracks.
891;Find all the phone numbers.
892;What are all the phone numbers?
893;"What are the customer phone numbers under the policy ""Life Insurance""?"
894;"What are the phone numbers of customers using the policy with the code ""Life Insurance""?"
895;Which policy type has the most records in the database?
896;Which policy type appears most frequently in the available policies?
899;Find the policy type used by more than 4 customers.
900;Find the policy types more than 4 customers use. Show their type code.
907;"How many policies are listed for the customer named ""Dayana Robel""?"
908;"Count the total number of policies used by the customer named ""Dayana Robel""."
909;What is the name of the customer who has the most policies listed?
910;Which customer uses the most policies? Give me the customer name.
911;"What are all the policy types of the customer named ""Dayana Robel""?"
912;"Tell me the types of the policy used by the customer named ""Dayana Robel""."
915;List all the services in the alphabetical order.
916;Give me a list of all the service names sorted alphabetically.
917;How many services are there?
918;Count the total number of available services.
925;"Find the IDs of customers whose name contains ""Diana""."
926;"What are the IDs of customers who have ""Diana"" in part of their names?"
929;List all the customers in increasing order of IDs.
930;What is the ordered list of customer ids?
931;"Retrieve the open and close dates of all the policies associated with the customer whose name contains ""Diana"""
932;"What are the open and close dates of all the policies used by the customer who have ""Diana"" in part of their names?"
933;How many kinds of enzymes are there?
934;What is the total count of enzymes?
935;List the name of enzymes in descending lexicographical order.
936;What are the names of enzymes in descending order?
937;List the names and the locations that the enzymes can make an effect.
938;What are the names and locations of all enzymes listed?
939;What is the maximum Online Mendelian Inheritance in Man (OMIM) value of the enzymes?
940;What is the maximum OMIM value in the database?
941;What is the product, chromosome and porphyria related to the enzymes which take effect at the location 'Cytosol'?
942;What is the product, chromosome, and porphyria of the enzymes located at 'Cytosol'?
943;What are the names of enzymes who does not produce 'Heme'?
944;What are the names of enzymes whose product is not 'Heme'?
945;What are the names and trade names of the medicines which has 'Yes' value in the FDA record?
946;What are the names and trade names of the medcines that are FDA approved?
947;What are the names of enzymes in the medicine named 'Amisulpride' that can serve as an 'inhibitor'?
948;What are the names of the enzymes used in the medicine  Amisulpride that acts as inhibitors?
949;What are the ids and names of the medicine that can interact with two or more enzymes?
950;For every medicine id, what are the names of the medicines that can interact with more than one enzyme?
951;What are the ids, names and FDA approval status of medicines in descending order of the number of enzymes that it can interact with.
952;What are the ids, names, and FDA approval status for medicines ordered by descending number of possible enzyme interactions?
953;What is the id and name of the enzyme with most number of medicines that can interact as 'activator'?
954;What is the id and name of the enzyme that can interact with the most medicines as an activator?
955;What is the interaction type of the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?
956;What is the type of interaction for the enzyme named 'ALA synthase' and the medicine named 'Aripiprazole'?
957;What is the most common interaction type between enzymes and medicine? And how many are there?
958;What are the most common types of interactions between enzymes and medicine, and how many types are there?
959;How many medicines have the FDA approval status 'No' ?
960;How many medicines were not approved by the FDA?
963;What is the id and trade name of the medicines can interact with at least 3 enzymes?
964;What are the ids and trade names of the medicine that can interact with at least 3 enzymes?
965;What are the distinct name, location and products of the enzymes which has any 'inhibitor' interaction?
966;What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?
971;How many distinct FDA approval statuses are there for the medicines?
972;How many different FDA approval statuses exist for medicines?
973;"Which enzyme names have the substring ""ALA""?"
974;What are the names of enzymes that include the string 'ALA'?
975;find the number of medicines offered by each trade.
976;How many medicines are offered by each trade name?
977;List all schools and their nicknames in the order of founded year.
978;What are the different schools and their nicknames, ordered by their founding years?
979;List all public schools and their locations.
980;What are the public schools and what are their locations?
981;When was the school with the largest enrollment founded?
982;Return the founded year for the school with the largest enrollment.
983;Find the founded year of the newest non public school.
984;What is the founded year of the non public school that was founded most recently?
985;How many schools are in the basketball match?
986;Count the number of schools that have had basketball matches.
987;What is the highest acc percent score in the competition?
988;Return the highest acc percent across all basketball matches.
989;What is the primary conference of the school that has the lowest acc percent score in the competition?
990;Return the primary conference of the school with the lowest acc percentage score.
991;What is the team name and acc regular season score of the school that was founded for the longest time?
992;Return the name of the team and the acc during the regular season for the school that was founded the earliest.
997;Show the enrollment and primary_conference of the oldest college.
998;What are the enrollment and primary conference for the university which was founded the earliest?
1005;Find the schools that were either founded after 1850 or public.
1006;What are the schools that were either founded before 1850 or are public?
1007;Find how many different affiliation types there are.
1008;Count the number of different affiliation types.
1009;Find how many school locations have the word 'NY'.
1010;How many universities have a location that contains NY?
1013;Find the number of universities that have over a 20000 enrollment size for each affiliation type.
1014;What are the different affiliations, and how many schools with each have an enrollment size of above 20000?
1017;What is the maximum enrollment across all schools?
1018;Return the maximum enrollment across all schools.
1019;List all information regarding the basketball match.
1020;What is all the information about the basketball match?
1042;Find the number of phones for each accreditation type.
1043;How many phones belongs to each accreditation type?
1044;Find the accreditation level that more than 3 phones use.
1045;Find the details for all chip models.
1046;How many models do not have the wifi function?
1047;Count the number of chip model that do not have wifi.
1048;List all the model names sorted by their launch year.
1052;How many countries are there in total?
1053;Count the number of countries.
1054;Show the country name and capital of all countries.
1055;What are the names and capitals of each country?
1056;"Show all official native languages that contain the word ""English""."
1057;"What are the official native languages that contain the string ""English""."
1058;Show all distinct positions of matches.
1059;What are the different positions for match season?
1060;Show the players from college UCLA.
1061;Who are the players from UCLA?
1062;Show the distinct position of players from college UCLA or Duke.
1063;What are the different positions of players from UCLA or Duke colleges?
1064;Show the draft pick numbers and draft classes of players whose positions are defenders.
1065;What are the draft pick numbers and draft classes for players who play the Defender position?
1066;How many distinct teams are involved in match seasons?
1067;Count the number of different teams involved in match season.
1070;Show all team names.
1071;What are the names of all teams?
1082;Show the season, the player, and the name of the team that players belong to.
1083;Who are the different players, what season do they play in, and what is the name of the team they are on?
1084;"Show the positions of the players from the team with name ""Ryley Goldner""."
1085;Return the positions of players on the team Ryley Goldner.
1086;"How many distinct colleges are associated with players from the team with name ""Columbus Crew""."
1087;Count the number of different colleges that players who play for Columbus Crew are from.
1088;"Show the players and years played for players from team ""Columbus Crew""."
1089;What are the players who played for Columbus Crew, and how many years did each play for?
1090;Show the position of players and the corresponding number of players.
1091;How many players played each position?
1094;Return all players sorted by college in ascending alphabetical order.
1095;What are all the players who played in match season, sorted by college in ascending alphabetical order?
1096;Show the most common position of players in match seasons.
1097;What is the position that is most common among players in match seasons?
1098;Show the top 3 most common colleges of players in match seasons.
1099;What are the three colleges from which the most players are from?
1100;Show the name of colleges that have at least two players.
1101;What are the names of all colleges that have two or more players?
1102;Show the name of colleges that have at least two players in descending alphabetical order.
1103;What are the names of colleges that have two or more players, listed in descending alphabetical order?
1110;How many climbers are there?
1111;Count the number of climbers.
1112;List the names of climbers in descending order of points.
