0;SELECT count(*) FROM head WHERE age  >  56;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.руководители ГДЕ возраст > 56
42;SELECT Status ,  avg(Population) FROM city GROUP BY Status;ВЫБРАТЬ кодстраны , СРЕДНЕЕ(численность) ИЗ справочник.города СГРУППИРОВАТЬ ПО кодстраны
43;SELECT Status ,  avg(Population) FROM city GROUP BY Status;ВЫБРАТЬ кодстраны , СРЕДНЕЕ(численность) ИЗ справочник.города СГРУППИРОВАТЬ ПО кодстраны
44;SELECT Status FROM city GROUP BY Status ORDER BY COUNT(*) ASC;ВЫБРАТЬ кодстраны ИЗ справочник.города СГРУППИРОВАТЬ ПО кодстраны УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) ВОЗР
45;SELECT Status FROM city GROUP BY Status ORDER BY COUNT(*) ASC;ВЫБРАТЬ кодстраны ИЗ справочник.города СГРУППИРОВАТЬ ПО кодстраны УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) ВОЗР
46;SELECT Status FROM city GROUP BY Status ORDER BY COUNT(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 кодстраны ИЗ справочник.города СГРУППИРОВАТЬ ПО кодстраны УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
47;SELECT Status FROM city GROUP BY Status ORDER BY COUNT(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 кодстраны ИЗ справочник.города СГРУППИРОВАТЬ ПО кодстраны УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
52;SELECT Official_Name FROM city WHERE Population  >  1500 OR Population  <  500;ВЫБРАТЬ наименование ИЗ справочник.города ГДЕ численность > 1500 ИЛИ численность < 500
53;SELECT Official_Name FROM city WHERE Population  >  1500 OR Population  <  500;ВЫБРАТЬ наименование ИЗ справочник.города ГДЕ численность > 1500 ИЛИ численность < 500
56;SELECT T1.course_name FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_Id GROUP BY T1.course_id ORDER BY count(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.наименование ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.курс СГРУППИРОВАТЬ ПО T1.ссылка УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
57;SELECT T1.course_name FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_Id GROUP BY T1.course_id ORDER BY count(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.наименование ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.курс СГРУППИРОВАТЬ ПО T1.ссылка УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
58;SELECT student_id FROM student_course_registrations GROUP BY student_id ORDER BY count(*) LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 студент ИЗ регистрсведений.регистрациястудентовнакурсы СГРУППИРОВАТЬ ПО студент УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*)
59;SELECT student_id FROM student_course_registrations GROUP BY student_id ORDER BY count(*) LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 студент ИЗ регистрсведений.регистрациястудентовнакурсы СГРУППИРОВАТЬ ПО студент УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*)
60;SELECT T2.first_name ,  T2.last_name FROM candidates AS T1 JOIN people AS T2 ON T1.candidate_id = T2.person_id;ВЫБРАТЬ T2.имя , T2.фамилия ИЗ справочник.кандидаты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.люди КАК T2 ПО T1.ссылка = T2.ссылка
61;SELECT T2.first_name ,  T2.last_name FROM candidates AS T1 JOIN people AS T2 ON T1.candidate_id = T2.person_id;ВЫБРАТЬ T2.имя , T2.фамилия ИЗ справочник.кандидаты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.люди КАК T2 ПО T1.ссылка = T2.ссылка
64;SELECT student_id FROM student_course_attendance;ВЫБРАТЬ студент ИЗ регистрсведений.посещаемостьстудентов
65;SELECT student_id FROM student_course_attendance;ВЫБРАТЬ студент ИЗ регистрсведений.посещаемостьстудентов
66;SELECT T1.student_id ,  T2.course_name FROM student_course_registrations AS T1 JOIN courses AS T2 ON T1.course_id = T2.course_id;ВЫБРАТЬ T1.студент , T2.наименование ИЗ регистрсведений.регистрациястудентовнакурсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.курсы КАК T2 ПО T1.курс = T2.ссылка
67;SELECT T2.student_details FROM student_course_registrations AS T1 JOIN students AS T2 ON T1.student_id = T2.student_id ORDER BY T1.registration_date DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T2.описание ИЗ регистрсведений.регистрациястудентовнакурсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.студенты КАК T2 ПО T1.студент = T2.ссылка УПОРЯДОЧИТЬ ПО T1.датарегистрации УБЫВ
68;SELECT T2.student_details FROM student_course_registrations AS T1 JOIN students AS T2 ON T1.student_id = T2.student_id ORDER BY T1.registration_date DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T2.описание ИЗ регистрсведений.регистрациястудентовнакурсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.студенты КАК T2 ПО T1.студент = T2.ссылка УПОРЯДОЧИТЬ ПО T1.датарегистрации УБЫВ
69;"SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""English""";"ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""English"""
70;"SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""English""";"ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""English"""
71;SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T2.student_id = 171;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T2.студент = 171
72;SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T2.student_id = 171;ВЫБРАТЬ КОЛИЧЕСТВО(*) ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T2.студент = 171
73;"SELECT T2.candidate_id FROM people AS T1 JOIN candidates AS T2 ON T1.person_id = T2.candidate_id WHERE T1.email_address = ""stanley.monahan@example.org""";"ВЫБРАТЬ T2.ссылка ИЗ справочник.люди КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.кандидаты КАК T2 ПО T1.ссылка = T2.ссылка ГДЕ T1.элпочта = ""stanley.monahan@example.org"""
74;"SELECT T2.candidate_id FROM people AS T1 JOIN candidates AS T2 ON T1.person_id = T2.candidate_id WHERE T1.email_address = ""stanley.monahan@example.org""";"ВЫБРАТЬ T2.ссылка ИЗ справочник.люди КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.кандидаты КАК T2 ПО T1.ссылка = T2.ссылка ГДЕ T1.элпочта = ""stanley.monahan@example.org"""
75;SELECT candidate_id FROM candidate_assessments ORDER BY assessment_date DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 кандидат ИЗ регистрсведений.оценкакандидатов УПОРЯДОЧИТЬ ПО датаоценки УБЫВ
76;SELECT candidate_id FROM candidate_assessments ORDER BY assessment_date DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 кандидат ИЗ регистрсведений.оценкакандидатов УПОРЯДОЧИТЬ ПО датаоценки УБЫВ
77;SELECT T1.student_details FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.описание ИЗ справочник.студенты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.студент СГРУППИРОВАТЬ ПО T1.ссылка УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
78;SELECT T1.student_details FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 T1.описание ИЗ справочник.студенты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.студент СГРУППИРОВАТЬ ПО T1.ссылка УПОРЯДОЧИТЬ ПО КОЛИЧЕСТВО(*) УБЫВ
79;SELECT T1.student_id ,  count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id;ВЫБРАТЬ T1.ссылка , КОЛИЧЕСТВО(*) ИЗ справочник.студенты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.студент СГРУППИРОВАТЬ ПО T1.ссылка
80;SELECT T1.student_id ,  count(*) FROM students AS T1 JOIN student_course_registrations AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id;ВЫБРАТЬ T1.ссылка , КОЛИЧЕСТВО(*) ИЗ справочник.студенты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.студент СГРУППИРОВАТЬ ПО T1.ссылка
83;"SELECT candidate_id FROM candidate_assessments WHERE asessment_outcome_code = ""Pass""";"ВЫБРАТЬ кандидат ИЗ регистрсведений.оценкакандидатов ГДЕ кодрезультатаоценки = ""Pass"""
84;"SELECT candidate_id FROM candidate_assessments WHERE asessment_outcome_code = ""Pass""";"ВЫБРАТЬ кандидат ИЗ регистрсведений.оценкакандидатов ГДЕ кодрезультатаоценки = ""Pass"""
85;"SELECT T3.cell_mobile_number FROM candidates AS T1 JOIN candidate_assessments AS T2 ON T1.candidate_id = T2.candidate_id JOIN people AS T3 ON T1.candidate_id = T3.person_id WHERE T2.asessment_outcome_code = ""Fail""";"ВЫБРАТЬ T3.мобильныйтелефон ИЗ справочник.кандидаты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.оценкакандидатов КАК T2 ПО T1.ссылка = T2.кандидат ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.люди КАК T3 ПО T1.ссылка = T3.ссылка ГДЕ T2.кодрезультатаоценки = ""Fail"""
86;"SELECT T3.cell_mobile_number FROM candidates AS T1 JOIN candidate_assessments AS T2 ON T1.candidate_id = T2.candidate_id JOIN people AS T3 ON T1.candidate_id = T3.person_id WHERE T2.asessment_outcome_code = ""Fail""";"ВЫБРАТЬ T3.мобильныйтелефон ИЗ справочник.кандидаты КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.оценкакандидатов КАК T2 ПО T1.ссылка = T2.кандидат ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.люди КАК T3 ПО T1.ссылка = T3.ссылка ГДЕ T2.кодрезультатаоценки = ""Fail"""
87;SELECT student_id FROM student_course_attendance WHERE course_id  =  301;ВЫБРАТЬ студент ИЗ регистрсведений.посещаемостьстудентов ГДЕ курс = 301
88;SELECT student_id FROM student_course_attendance WHERE course_id  =  301;ВЫБРАТЬ студент ИЗ регистрсведений.посещаемостьстудентов ГДЕ курс = 301
89;SELECT student_id FROM student_course_attendance WHERE course_id = 301 ORDER BY date_of_attendance DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 студент ИЗ регистрсведений.посещаемостьстудентов ГДЕ курс = 301 УПОРЯДОЧИТЬ ПО датапосещения УБЫВ
90;SELECT student_id FROM student_course_attendance WHERE course_id = 301 ORDER BY date_of_attendance DESC LIMIT 1;ВЫБРАТЬ ПЕРВЫЕ 1 студент ИЗ регистрсведений.посещаемостьстудентов ГДЕ курс = 301 УПОРЯДОЧИТЬ ПО датапосещения УБЫВ
91;SELECT DISTINCT T1.city FROM addresses AS T1 JOIN people_addresses AS T2 ON T1.address_id = T2.address_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.город ИЗ справочник.адреса КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.адресалюдей КАК T2 ПО T1.ссылка = T2.адрес
92;SELECT DISTINCT T1.city FROM addresses AS T1 JOIN people_addresses AS T2 ON T1.address_id = T2.address_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.город ИЗ справочник.адреса КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.адресалюдей КАК T2 ПО T1.ссылка = T2.адрес
93;SELECT DISTINCT T1.city FROM addresses AS T1 JOIN people_addresses AS T2 ON T1.address_id = T2.address_id JOIN students AS T3 ON T2.person_id = T3.student_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.город ИЗ справочник.адреса КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.адресалюдей КАК T2 ПО T1.ссылка = T2.адрес ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.студенты КАК T3 ПО T2.человек = T3.ссылка
94;SELECT DISTINCT T1.city FROM addresses AS T1 JOIN people_addresses AS T2 ON T1.address_id = T2.address_id JOIN students AS T3 ON T2.person_id = T3.student_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T1.город ИЗ справочник.адреса КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.адресалюдей КАК T2 ПО T1.ссылка = T2.адрес ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.студенты КАК T3 ПО T2.человек = T3.ссылка
95;SELECT course_name FROM courses ORDER BY course_name;ВЫБРАТЬ наименование ИЗ справочник.курсы УПОРЯДОЧИТЬ ПО наименование
96;SELECT course_name FROM courses ORDER BY course_name;ВЫБРАТЬ наименование ИЗ справочник.курсы УПОРЯДОЧИТЬ ПО наименование
97;SELECT first_name FROM people ORDER BY first_name;ВЫБРАТЬ имя ИЗ справочник.люди УПОРЯДОЧИТЬ ПО имя
98;SELECT first_name FROM people ORDER BY first_name;ВЫБРАТЬ имя ИЗ справочник.люди УПОРЯДОЧИТЬ ПО имя
101;SELECT course_id FROM student_course_registrations WHERE student_id = 121 UNION SELECT course_id FROM student_course_attendance WHERE student_id = 121;ВЫБРАТЬ курс ИЗ регистрсведений.регистрациястудентовнакурсы ГДЕ студент = 121 ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ курс ИЗ регистрсведений.посещаемостьстудентов ГДЕ студент = 121
102;SELECT course_id FROM student_course_registrations WHERE student_id = 121 UNION SELECT course_id FROM student_course_attendance WHERE student_id = 121;ВЫБРАТЬ курс ИЗ регистрсведений.регистрациястудентовнакурсы ГДЕ студент = 121 ОБЪЕДИНИТЬ ВСЕ ВЫБРАТЬ курс ИЗ регистрсведений.посещаемостьстудентов ГДЕ студент = 121
105;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.registration_date";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датарегистрации"
106;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.registration_date";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.регистрациястудентовнакурсы КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датарегистрации"
107;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.date_of_attendance";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датапосещения"
108;"SELECT T2.student_id FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""statistics"" ORDER BY T2.date_of_attendance";"ВЫБРАТЬ T2.студент ИЗ справочник.курсы КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ регистрсведений.посещаемостьстудентов КАК T2 ПО T1.ссылка = T2.курс ГДЕ T1.наименование = ""statistics"" УПОРЯДОЧИТЬ ПО T2.датапосещения"
109;SELECT date FROM weather WHERE max_temperature_f  >  85;ВЫБРАТЬ дата ИЗ регистрсведений.погода ГДЕ макстемператураf > 85
110;SELECT date FROM weather WHERE max_temperature_f  >  85;ВЫБРАТЬ дата ИЗ регистрсведений.погода ГДЕ макстемператураf > 85
111;SELECT name FROM station WHERE lat  <  37.5;ВЫБРАТЬ наименование ИЗ справочник.станции ГДЕ широта < 37.5
112;SELECT name FROM station WHERE lat  <  37.5;ВЫБРАТЬ наименование ИЗ справочник.станции ГДЕ широта < 37.5
113;SELECT city ,  max(lat) FROM station GROUP BY city;ВЫБРАТЬ город , МАКСИМУМ(широта) ИЗ справочник.станции СГРУППИРОВАТЬ ПО город
114;SELECT city ,  max(lat) FROM station GROUP BY city;ВЫБРАТЬ город , МАКСИМУМ(широта) ИЗ справочник.станции СГРУППИРОВАТЬ ПО город
117;"SELECT avg(lat) ,  avg(long) FROM station WHERE city  =  ""San Jose""";"ВЫБРАТЬ СРЕДНЕЕ(широта) , СРЕДНЕЕ(долгота) ИЗ справочник.станции ГДЕ город = ""San Jose"""
118;"SELECT avg(lat) ,  avg(long) FROM station WHERE city  =  ""San Jose""";"ВЫБРАТЬ СРЕДНЕЕ(широта) , СРЕДНЕЕ(долгота) ИЗ справочник.станции ГДЕ город = ""San Jose"""
